main_sound,level,hanja,meaning,radical,strokes,total_strokes
무,3급Ⅱ,茂,"[[['무성할'], ['무']]]",艸,5,9
묵,3급Ⅱ,墨,"[[['먹'], ['묵']]]",土,12,15
묵,3급Ⅱ,默,"[[['잠잠할'], ['묵']]]",黑,4,16
문,3급Ⅱ,紋,"[[['무늬'], ['문']]]",糸,4,10
물,3급Ⅱ,勿,"[[['말[禁]'], ['물']]]",勹,2,4
미,3급Ⅱ,微,"[[['작을'], ['미']]]",彳,10,13
미,3급Ⅱ,尾,"[[['꼬리'], ['미']]]",尸,4,7
박,3급Ⅱ,迫,"[[['핍박할'], ['박']]]",辵,5,9
박,3급Ⅱ,薄,"[[['엷을'], ['박']]]",艸,13,17
반,3급Ⅱ,般,"[[['가지', '일반'], ['반']]]",舟,4,10
반,3급Ⅱ,盤,"[[['소반'], ['반']]]",皿,10,15
반,3급Ⅱ,飯,"[[['밥'], ['반']]]",食,4,13
발,3급Ⅱ,拔,"[[['뽑을'], ['발']]]",手,5,8
방,3급Ⅱ,芳,"[[['꽃다울'], ['방']]]",艸,4,8
배,3급Ⅱ,輩,"[[['무리'], ['배']]]",車,8,15
배,3급Ⅱ,培,"[[['북돋울'], ['배']]]",土,8,11
배,3급Ⅱ,排,"[[['밀칠'], ['배']]]",手,8,11
백,3급Ⅱ,伯,"[[['맏'], ['백']]]",人,5,7
번,3급Ⅱ,繁,"[[['번성할'], ['번']]]",糸,11,17
범,3급Ⅱ,凡,"[[['무릇'], ['범']]]",几,1,3
벽,3급Ⅱ,碧,"[[['푸를'], ['벽']]]",石,9,14
병,3급Ⅱ,丙,"[[['남녘'], ['병']]]",一,4,5
보,3급Ⅱ,譜,"[[['족보'], ['보']]]",言,12,19
보,3급Ⅱ,補,"[[['기울'], ['보']]]",衣,7,12
복,3급Ⅱ,覆,"[[['덮을'], ['부']], [['다시'], ['복']]]",襾,12,18
복,3급Ⅱ,腹,"[[['배'], ['복']]]",肉,9,13
봉,3급Ⅱ,鳳,"[[['봉새'], ['봉']]]",鳥,3,14
봉,3급Ⅱ,封,"[[['봉할'], ['봉']]]",寸,6,9
봉,3급Ⅱ,峯,"[[['봉우리'], ['봉']]]",山,7,10
봉,3급Ⅱ,逢,"[[['만날'], ['봉']]]",辵,7,11
부,3급Ⅱ,符,"[[['부호'], ['부']]]",竹,5,11
부,3급Ⅱ,付,"[[['부칠'], ['부']]]",人,3,5
부,3급Ⅱ,浮,"[[['뜰'], ['부']]]",水,7,10
부,3급Ⅱ,賦,"[[['부세'], ['부']]]",貝,8,15
부,3급Ⅱ,腐,"[[['썩을'], ['부']]]",肉,8,14
부,3급Ⅱ,附,"[[['붙을'], ['부']]]",阜,5,8
부,3급Ⅱ,簿,"[[['문서'], ['부']]]",竹,13,19
부,3급Ⅱ,扶,"[[['도울'], ['부']]]",手,4,7
분,3급Ⅱ,奔,"[[['달릴'], ['분']]]",大,5,8
분,3급Ⅱ,奮,"[[['떨칠'], ['분']]]",大,13,16
분,3급Ⅱ,紛,"[[['어지러울'], ['분']]]",糸,4,10
불,3급Ⅱ,拂,"[[['떨칠'], ['불']]]",手,5,8
비,3급Ⅱ,妃,"[[['왕비'], ['비']]]",女,3,6
비,3급Ⅱ,婢,"[[['계집종'], ['비']]]",女,8,11
비,3급Ⅱ,肥,"[[['살찔'], ['비']]]",肉,4,8
비,3급Ⅱ,卑,"[[['낮을'], ['비']]]",十,6,8
사,3급Ⅱ,邪,"[[['간사할'], ['사']]]",邑,4,7
사,3급Ⅱ,沙,"[[['모래'], ['사']]]",水,4,7
사,3급Ⅱ,司,"[[['맡을'], ['사']]]",口,2,5
사,3급Ⅱ,蛇,"[[['긴뱀'], ['사']]]",虫,5,11
사,3급Ⅱ,斜,"[[['비낄'], ['사']]]",斗,7,11
사,3급Ⅱ,詞,"[[['말', '글'], ['사']]]",言,5,12
사,3급Ⅱ,祀,"[[['제사'], ['사']]]",示,3,8
삭,3급Ⅱ,削,"[[['깎을'], ['삭']]]",刀,7,9
삼,3급Ⅱ,森,"[[['수풀'], ['삼']]]",木,8,12
상,3급Ⅱ,霜,"[[['서리'], ['상']]]",雨,9,17
상,3급Ⅱ,裳,"[[['치마'], ['상']]]",衣,8,14
상,3급Ⅱ,桑,"[[['뽕나무'], ['상']]]",木,6,10
상,3급Ⅱ,喪,"[[['잃을'], ['상']]]",口,9,12
상,3급Ⅱ,詳,"[[['자세할'], ['상']]]",言,6,13
상,3급Ⅱ,尙,"[[['오히려'], ['상']]]",小,5,8
상,3급Ⅱ,像,"[[['모양'], ['상']]]",人,12,14
상,3급Ⅱ,償,"[[['갚을'], ['상']]]",人,15,17
색,3급Ⅱ,索,"[[['찾을'], ['색']], [['노[새끼줄]'], ['삭']]]",糸,4,10
색,3급Ⅱ,塞,"[[['막힐'], ['색']], [['변방'], ['새']]]",土,10,13
서,3급Ⅱ,恕,"[[['용서할'], ['서']]]",心,6,10
서,3급Ⅱ,緖,"[[['실마리'], ['서']]]",糸,9,15
서,3급Ⅱ,徐,"[[['천천할'], ['서']]]",彳,7,10
서,3급Ⅱ,署,"[[['마을[官廳]'], ['서']]]",网,9,14
석,3급Ⅱ,惜,"[[['아낄'], ['석']]]",心,8,11
석,3급Ⅱ,釋,"[[['풀'], ['석']]]",釆,13,20
선,3급Ⅱ,禪,"[[['선'], ['선']]]",示,12,17
선,3급Ⅱ,旋,"[[['돌[廻]'], ['선']]]",方,7,11
소,3급Ⅱ,訴,"[[['호소할'], ['소']]]",言,5,12
소,3급Ⅱ,燒,"[[['사를'], ['소']]]",火,12,16
소,3급Ⅱ,疏,"[[['소통할'], ['소']]]",疋,7,12
소,3급Ⅱ,蘇,"[[['되살아날'], ['소']]]",艸,16,20
송,3급Ⅱ,訟,"[[['송사할'], ['송']]]",言,4,11
쇄,3급Ⅱ,鎖,"[[['쇠사슬'], ['쇄']]]",金,10,18
쇄,3급Ⅱ,刷,"[[['인쇄할'], ['쇄']]]",刀,6,8
쇠,3급Ⅱ,衰,"[[['쇠할'], ['쇠']]]",衣,4,10
수,3급Ⅱ,愁,"[[['근심'], ['수']]]",心,9,13
수,3급Ⅱ,壽,"[[['목숨'], ['수']]]",士,11,14
수,3급Ⅱ,帥,"[[['장수'], ['수']]]",巾,6,9
수,3급Ⅱ,殊,"[[['다를'], ['수']]]",歹,6,10
수,3급Ⅱ,輸,"[[['보낼'], ['수']]]",車,9,16
수,3급Ⅱ,隨,"[[['따를'], ['수']]]",阜,13,16
수,3급Ⅱ,需,"[[['쓰일', '쓸'], ['수']]]",雨,6,14
수,3급Ⅱ,垂,"[[['드리울'], ['수']]]",土,5,8
수,3급Ⅱ,獸,"[[['짐승'], ['수']]]",犬,15,19
숙,3급Ⅱ,淑,"[[['맑을'], ['숙']]]",水,8,11
숙,3급Ⅱ,熟,"[[['익을'], ['숙']]]",火,11,15
순,3급Ⅱ,旬,"[[['열흘'], ['순']]]",日,2,6
순,3급Ⅱ,瞬,"[[['눈깜짝일'], ['순']]]",目,12,17
순,3급Ⅱ,巡,"[[['돌[廻]', '순행할'], ['순']]]",巛,4,7
술,3급Ⅱ,述,"[[['펼'], ['술']]]",辵,5,9
습,3급Ⅱ,濕,"[[['젖을'], ['습']]]",水,14,17
습,3급Ⅱ,拾,"[[['주울'], ['습']], [['열'], ['십']]]",手,6,9
습,3급Ⅱ,襲,"[[['엄습할'], ['습']]]",衣,16,22
승,3급Ⅱ,乘,"[[['탈'], ['승']]]",丿,9,10
승,3급Ⅱ,昇,"[[['오를'], ['승']]]",日,4,8
승,3급Ⅱ,僧,"[[['중'], ['승']]]",人,12,14
시,3급Ⅱ,侍,"[[['모실'], ['시']]]",人,6,8
식,3급Ⅱ,飾,"[[['꾸밀'], ['식']]]",食,5,14
신,3급Ⅱ,愼,"[[['삼갈'], ['신']]]",心,10,13
심,3급Ⅱ,甚,"[[['심할'], ['심']]]",甘,4,9
심,3급Ⅱ,審,"[[['살필'], ['심']]]",宀,12,15
쌍,3급Ⅱ,雙,"[[['두', '쌍'], ['쌍']]]",隹,10,18
아,3급Ⅱ,雅,"[[['맑을'], ['아']]]",隹,4,12
아,3급Ⅱ,我,"[[['나'], ['아']]]",戈,3,7
아,3급Ⅱ,阿,"[[['언덕'], ['아']]]",阜,5,8
아,3급Ⅱ,亞,"[[['버금'], ['아']]]",二,6,8
아,3급Ⅱ,芽,"[[['싹'], ['아']]]",艸,4,8
아,3급Ⅱ,牙,"[[['어금니'], ['아']]]",牙,0,4
안,3급Ⅱ,顔,"[[['낯'], ['안']]]",頁,9,18
안,3급Ⅱ,岸,"[[['언덕'], ['안']]]",山,5,8
암,3급Ⅱ,巖,"[[['바위'], ['암']]]",山,20,23
앙,3급Ⅱ,仰,"[[['우러를'], ['앙']]]",人,4,6
앙,3급Ⅱ,央,"[[['가운데'], ['앙']]]",大,2,5
애,3급Ⅱ,哀,"[[['슬플'], ['애']]]",口,6,9
약,3급Ⅱ,若,"[[['같을'], ['약']], [['반야'], ['야']]]",艸,5,9
양,3급Ⅱ,讓,"[[['사양할'], ['양']]]",言,17,24
양,3급Ⅱ,壤,"[[['흙덩이'], ['양']]]",土,17,20
양,3급Ⅱ,揚,"[[['날릴'], ['양']]]",手,9,12
어,3급Ⅱ,御,"[[['거느릴'], ['어']]]",彳,8,11
억,3급Ⅱ,憶,"[[['생각할'], ['억']]]",心,13,16
억,3급Ⅱ,抑,"[[['누를'], ['억']]]",手,4,7
역,3급Ⅱ,疫,"[[['전염병'], ['역']]]",疒,4,9
역,3급Ⅱ,亦,"[[['또'], ['역']]]",亠,4,6
역,3급Ⅱ,役,"[[['부릴'], ['역']]]",彳,4,7
역,3급Ⅱ,譯,"[[['번역할'], ['역']]]",言,13,20
역,3급Ⅱ,驛,"[[['역'], ['역']]]",馬,13,23
연,3급Ⅱ,沿,"[[['물따라갈', '따를'], ['연']]]",水,5,8
연,3급Ⅱ,軟,"[[['연할'], ['연']]]",車,4,11
연,3급Ⅱ,宴,"[[['잔치'], ['연']]]",宀,7,10
연,3급Ⅱ,燕,"[[['제비'], ['연']]]",火,12,16
열,3급Ⅱ,悅,"[[['기쁠'], ['열']]]",心,7,10
염,3급Ⅱ,染,"[[['물들'], ['염']]]",木,5,9
염,3급Ⅱ,鹽,"[[['소금'], ['염']]]",鹵,13,24
염,3급Ⅱ,炎,"[[['불꽃'], ['염']]]",火,4,8
영,3급Ⅱ,影,"[[['그림자'], ['영']]]",彡,12,15
예,3급Ⅱ,譽,"[[['기릴', '명예'], ['예']]]",言,14,21
오,3급Ⅱ,烏,"[[['까마귀'], ['오']]]",火,6,10
오,3급Ⅱ,悟,"[[['깨달을'], ['오']]]",心,7,10
옥,3급Ⅱ,獄,"[[['옥[囚舍]'], ['옥']]]",犬,11,14
와,3급Ⅱ,瓦,"[[['기와'], ['와']]]",瓦,0,5
완,3급Ⅱ,緩,"[[['느릴'], ['완']]]",糸,9,15
욕,3급Ⅱ,慾,"[[['욕심'], ['욕']]]",心,11,15
욕,3급Ⅱ,欲,"[[['하고자할'], ['욕']]]",欠,7,11
욕,3급Ⅱ,辱,"[[['욕될'], ['욕']]]",辰,3,10
우,3급Ⅱ,憂,"[[['근심'], ['우']]]",心,11,15
우,3급Ⅱ,偶,"[[['짝'], ['우']]]",人,9,11
우,3급Ⅱ,宇,"[[['집'], ['우']]]",宀,3,6
우,3급Ⅱ,愚,"[[['어리석을'], ['우']]]",心,9,13
우,3급Ⅱ,羽,"[[['깃'], ['우']]]",羽,0,6
운,3급Ⅱ,韻,"[[['운'], ['운']]]",音,10,19
월,3급Ⅱ,越,"[[['넘을'], ['월']]]",走,5,12
위,3급Ⅱ,胃,"[[['밥통'], ['위']]]",肉,5,9
위,3급Ⅱ,僞,"[[['거짓'], ['위']]]",人,12,14
위,3급Ⅱ,謂,"[[['이를'], ['위']]]",言,9,16
유,3급Ⅱ,猶,"[[['오히려'], ['유']]]",犬,9,12
유,3급Ⅱ,幽,"[[['그윽할'], ['유']]]",幺,6,9
유,3급Ⅱ,幼,"[[['어릴'], ['유']]]",幺,2,5
유,3급Ⅱ,柔,"[[['부드러울'], ['유']]]",木,5,9
유,3급Ⅱ,維,"[[['벼리'], ['유']]]",糸,8,14
유,3급Ⅱ,裕,"[[['넉넉할'], ['유']]]",衣,7,12
유,3급Ⅱ,誘,"[[['꾈'], ['유']]]",言,7,14
유,3급Ⅱ,悠,"[[['멀'], ['유']]]",心,7,11
윤,3급Ⅱ,潤,"[[['불을'], ['윤']]]",水,12,15
을,3급Ⅱ,乙,"[[['새'], ['을']]]",乙,0,1
음,3급Ⅱ,淫,"[[['음란할'], ['음']]]",水,8,11
이,3급Ⅱ,已,"[[['이미'], ['이']]]",己,0,3
익,3급Ⅱ,翼,"[[['날개'], ['익']]]",羽,11,17
인,3급Ⅱ,忍,"[[['참을'], ['인']]]",心,3,7
일,3급Ⅱ,逸,"[[['편안할'], ['일']]]",辵,8,12
임,3급Ⅱ,壬,"[[['북방'], ['임']]]",士,1,4
임,3급Ⅱ,賃,"[[['품삯'], ['임']]]",貝,6,13
자,3급Ⅱ,紫,"[[['자줏빛'], ['자']]]",糸,6,12
자,3급Ⅱ,慈,"[[['사랑'], ['자']]]",心,9,13
자,3급Ⅱ,刺,"[[['찌를'], ['자']], [['찌를'], ['척']]]",刀,6,8
잠,3급Ⅱ,暫,"[[['잠깐'], ['잠']]]",日,11,15
잠,3급Ⅱ,潛,"[[['잠길'], ['잠']]]",水,12,15
장,3급Ⅱ,莊,"[[['씩씩할'], ['장']]]",艸,7,11
장,3급Ⅱ,葬,"[[['장사지낼'], ['장']]]",艸,9,13
장,3급Ⅱ,臟,"[[['오장'], ['장']]]",肉,18,22
장,3급Ⅱ,粧,"[[['단장할'], ['장']]]",米,6,12
장,3급Ⅱ,掌,"[[['손바닥'], ['장']]]",手,8,12
장,3급Ⅱ,丈,"[[['어른'], ['장']]]",一,2,3
장,3급Ⅱ,藏,"[[['감출'], ['장']]]",艸,14,18
재,3급Ⅱ,栽,"[[['심을'], ['재']]]",木,6,10
재,3급Ⅱ,裁,"[[['옷마를'], ['재']]]",衣,6,12
재,3급Ⅱ,載,"[[['실을'], ['재']]]",車,6,13
저,3급Ⅱ,著,"[[['나타날'], ['저']]]",艸,9,13
저,3급Ⅱ,抵,"[[['막을[抗]'], ['저']]]",手,5,8
적,3급Ⅱ,跡,"[[['발자취'], ['적']]]",足,6,13
적,3급Ⅱ,寂,"[[['고요할'], ['적']]]",宀,8,11
적,3급Ⅱ,笛,"[[['피리'], ['적']]]",竹,5,11
적,3급Ⅱ,摘,"[[['딸[手收]'], ['적']]]",手,11,14
적,3급Ⅱ,蹟,"[[['자취'], ['적']]]",足,11,18
전,3급Ⅱ,殿,"[[['전각'], ['전']]]",殳,9,13
점,3급Ⅱ,漸,"[[['점점'], ['점']]]",水,11,14
정,3급Ⅱ,淨,"[[['깨끗할'], ['정']]]",水,8,11
정,3급Ⅱ,頂,"[[['정수리'], ['정']]]",頁,2,11
정,3급Ⅱ,井,"[[['우물'], ['정']]]",二,2,4
정,3급Ⅱ,亭,"[[['정자'], ['정']]]",亠,7,9
정,3급Ⅱ,廷,"[[['조정'], ['정']]]",廴,4,7
정,3급Ⅱ,貞,"[[['곧을'], ['정']]]",貝,2,9
정,3급Ⅱ,征,"[[['칠'], ['정']]]",彳,5,8
제,3급Ⅱ,諸,"[[['모두'], ['제']]]",言,9,16
제,3급Ⅱ,齊,"[[['가지런할'], ['제']]]",齊,0,14
조,3급Ⅱ,租,"[[['조세'], ['조']]]",禾,5,10
조,3급Ⅱ,照,"[[['비칠'], ['조']]]",火,9,13
조,3급Ⅱ,兆,"[[['억조'], ['조']]]",儿,4,6
종,3급Ⅱ,縱,"[[['세로'], ['종']]]",糸,11,17
좌,3급Ⅱ,坐,"[[['앉을'], ['좌']]]",土,4,7
주,3급Ⅱ,柱,"[[['기둥'], ['주']]]",木,5,9
주,3급Ⅱ,珠,"[[['구슬'], ['주']]]",玉,6,10
