main_sound,level,hanja,meaning,radical,strokes,total_strokes
감,4급,敢,"[[['감히', '구태여'], ['감']]]",攴,8,12
감,3급Ⅱ,鑑,"[[['거울'], ['감']]]",金,14,22
감,2급,憾,"[[['섭섭할'], ['감']]]",心,13,16
감,1급,堪,"[[['견딜'], ['감']]]",土,9,12
감,1급,柑,"[[['귤'], ['감']]]",木,5,9
감,1급,疳,"[[['감질'], ['감']]]",疒,5,10
감,1급,瞰,"[[['굽어볼'], ['감']]]",目,12,17
감,1급,紺,"[[['감색', '연보라'], ['감']]]",糸,5,11
감,1급,勘,"[[['헤아릴'], ['감']]]",力,9,11
감,특급Ⅱ,嵌,"[[['끼울'], ['감']]]",山,9,12
감,특급Ⅱ,坎,"[[['구덩이'], ['감']]]",土,4,7
감,특급Ⅱ,橄,"[[['감람나무'], ['감']]]",木,12,16
감,특급Ⅱ,鑒,"[[['거울[鑑]'], ['감']]]",金,14,22
감,특급Ⅱ,戡,"[[['이길'], ['감']]]",戈,9,13
감,특급Ⅱ,龕,"[[['감실'], ['감']]]",龍,6,22
감,특급,矙,"[[['엿볼'], ['감']]]",目,20,25
감,특급,欿,"[[['서운할'], ['감']]]",欠,8,12
감,특급,减,"[[['덜'], ['감']]]",冫,9,11
감,특급,酣,"[[['술즐길'], ['감']]]",酉,5,12
감,특급,歛,"[[['바랄'], ['감']]]",欠,13,17
갑,4급,甲,"[[['갑옷'], ['갑']]]",田,0,5
갑,2급,鉀,"[[['갑옷'], ['갑']]]",金,5,13
갑,2급,岬,"[[['곶(串)'], ['갑']]]",山,5,8
갑,1급,匣,"[[['갑(匣)'], ['갑']]]",匚,5,7
갑,1급,閘,"[[['수문'], ['갑']]]",門,5,13
갑,특급Ⅱ,胛,"[[['어깻죽지'], ['갑']]]",肉,5,9
강,7급Ⅱ,江,"[[['강'], ['강']]]",水,3,6
강,6급,強,"[[['강할'], ['강']]]",弓,8,11
강,4급Ⅱ,講,"[[['욀'], ['강']]]",言,10,17
강,4급Ⅱ,康,"[[['편안'], ['강']]]",广,8,11
강,4급,降,"[[['내릴'], ['강']], [['항복할'], ['항']]]",阜,6,9
강,3급Ⅱ,剛,"[[['굳셀'], ['강']]]",刀,8,10
강,3급Ⅱ,綱,"[[['벼리'], ['강']]]",糸,8,14
강,3급Ⅱ,鋼,"[[['강철'], ['강']]]",金,8,16
강,2급,姜,"[[['성(姓)'], ['강']]]",女,6,9
강,2급,崗,"[[['언덕'], ['강']]]",山,8,11
강,2급,疆,"[[['지경'], ['강']]]",田,14,19
강,2급,岡,"[[['산등성이'], ['강']]]",山,5,8
강,2급,彊,"[[['굳셀'], ['강']]]",弓,13,16
강,1급,腔,"[[['속빌'], ['강']]]",肉,8,12
강,1급,慷,"[[['슬플'], ['강']]]",心,11,14
강,1급,糠,"[[['겨'], ['강']]]",米,11,17
강,1급,薑,"[[['생강'], ['강']]]",艸,13,17
강,특급Ⅱ,絳,"[[['짙게붉을'], ['강']]]",糸,6,12
강,특급Ⅱ,羌,"[[['오랑캐'], ['강']]]",羊,2,8
강,특급Ⅱ,鱇,"[[['아귀'], ['강']]]",魚,11,22
강,특급Ⅱ,畺,"[[['지경[疆]'], ['강']]]",田,8,13
강,특급Ⅱ,强,"[[['강할[強]'], ['강']]]",弓,9,12
강,특급Ⅱ,堈,"[[['독'], ['강']]]",土,8,11
강,특급Ⅱ,舡,"[[['배'], ['강']]]",舟,3,9
강,특급Ⅱ,襁,"[[['포대기'], ['강']]]",衣,11,16
강,특급,橿,"[[['참죽나무'], ['강']]]",木,13,17
강,특급,杠,"[[['깃대'], ['강']]]",木,3,7
개,6급,開,"[[['열'], ['개']]]",門,4,12
개,5급,改,"[[['고칠'], ['개']]]",攴,3,7
개,4급Ⅱ,個,"[[['낱'], ['개']]]",人,8,10
개,3급Ⅱ,槪,"[[['대개'], ['개']]]",木,11,15
개,3급Ⅱ,介,"[[['낄'], ['개']]]",人,2,4
개,3급Ⅱ,蓋,"[[['덮을'], ['개']]]",艸,10,14
개,3급,皆,"[[['다[總]'], ['개']]]",白,4,9
개,3급,慨,"[[['슬퍼할'], ['개']]]",心,11,14
개,2급,价,"[[['클'], ['개']]]",人,4,6
개,2급,塏,"[[['높은땅'], ['개']]]",土,10,13
개,1급,愾,"[[['성낼'], ['개']]]",心,10,13
개,1급,漑,"[[['물댈'], ['개']]]",水,11,14
개,1급,凱,"[[['개선할'], ['개']]]",几,10,12
개,1급,箇,"[[['낱'], ['개']]]",竹,8,14
개,1급,芥,"[[['겨자'], ['개']]]",艸,4,8
개,특급Ⅱ,疥,"[[['옴'], ['개']]]",疒,4,9
개,특급Ⅱ,盖,"[[['덮을[蓋]'], ['개']]]",皿,6,11
개,특급Ⅱ,鎧,"[[['갑옷'], ['개']]]",金,10,18
개,특급Ⅱ,愷,"[[['즐거울'], ['개']]]",心,10,13
개,특급,湝,"[[['물흐를'], ['개']]]",水,9,12
개,특급,喈,"[[['새소리', '빠를'], ['개']]]",口,9,12
개,특급,槩,"[[['평미레'], ['개']]]",木,11,15
개,특급,玠,"[[['큰홀'], ['개']]]",玉,4,8
개,특급,嘅,"[[['탄식할'], ['개']]]",口,11,14
객,5급Ⅱ,客,"[[['손'], ['객']]]",宀,6,9
객,특급Ⅱ,喀,"[[['토할'], ['객']]]",口,9,12
갱,2급,坑,"[[['구덩이'], ['갱']]]",土,4,7
갱,1급,羹,"[[['국'], ['갱']]]",羊,13,19
갱,특급Ⅱ,粳,"[[['메벼'], ['갱']]]",米,7,13
갱,특급,鏗,"[[['금석소리'], ['갱']]]",金,11,19
갱,특급,賡,"[[['이을'], ['갱']]]",貝,8,15
갱,특급,硜,"[[['돌소리'], ['갱']]]",石,7,12
갱,특급,秔,"[[['메벼'], ['갱']]]",禾,4,9
갹,특급,臄,"[[['순대'], ['갹']]]",肉,13,17
거,7급Ⅱ,車,"[[['수레'], ['거']], [['수레'], ['차']]]",車,0,7
거,5급,擧,"[[['들'], ['거']]]",手,14,18
거,5급,去,"[[['갈'], ['거']]]",厶,3,5
거,4급,拒,"[[['막을'], ['거']]]",手,5,8
거,4급,居,"[[['살'], ['거']]]",尸,5,8
거,4급,據,"[[['근거'], ['거']]]",手,13,16
거,4급,巨,"[[['클'], ['거']]]",工,2,5
거,3급Ⅱ,距,"[[['상거(相距)할'], ['거']]]",足,5,12
거,1급,醵,"[[['추렴할'], ['거']], [['추렴할'], ['갹']]]",酉,13,20
거,1급,渠,"[[['개천'], ['거']]]",水,9,12
거,1급,倨,"[[['거만할'], ['거']]]",人,8,10
거,특급Ⅱ,踞,"[[['걸어앉을'], ['거']]]",足,8,15
거,특급Ⅱ,炬,"[[['횃불'], ['거']]]",火,5,9
거,특급Ⅱ,遽,"[[['급할'], ['거']]]",辵,13,17
거,특급Ⅱ,鋸,"[[['톱'], ['거']]]",金,8,16
거,특급Ⅱ,鉅,"[[['톱', '클'], ['거']]]",金,5,13
거,특급Ⅱ,祛,"[[['떨어없앨'], ['거']]]",示,5,10
거,특급Ⅱ,据,"[[['일할', '의거할'], ['거']]]",手,8,11
거,특급,虡,"[[['쇠북걸이틀'], ['거']]]",虍,8,14
거,특급,籧,"[[['대자리'], ['거']]]",竹,17,23
거,특급,筥,"[[['광주리'], ['거']], [['밥통'], ['려']]]",竹,7,13
거,특급,蘧,"[[['패랭이꽃'], ['거']]]",艸,17,21
거,특급,莒,"[[['나라이름'], ['거']]]",艸,7,11
거,특급,琚,"[[['패옥'], ['거']]]",玉,8,12
거,특급,秬,"[[['검은기장'], ['거']]]",禾,5,10
거,특급,袪,"[[['소매'], ['거']]]",衣,5,10
거,특급,椐,"[[['느티나무'], ['거']]]",木,8,12
건,5급,件,"[[['물건'], ['건']]]",人,4,6
건,5급,建,"[[['세울'], ['건']]]",廴,6,9
건,5급,健,"[[['굳셀'], ['건']]]",人,9,11
건,3급Ⅱ,乾,"[[['하늘', '마를'], ['건']]]",乙,10,11
건,2급,鍵,"[[['자물쇠', '열쇠'], ['건']]]",金,9,17
건,1급,巾,"[[['수건'], ['건']]]",巾,0,3
건,1급,腱,"[[['힘줄'], ['건']]]",肉,9,13
건,1급,虔,"[[['공경할'], ['건']]]",虍,4,10
건,특급Ⅱ,愆,"[[['허물'], ['건']]]",心,9,13
건,특급Ⅱ,楗,"[[['문빗장'], ['건']]]",木,9,13
건,특급Ⅱ,騫,"[[['이지러질'], ['건']]]",馬,10,20
건,특급Ⅱ,蹇,"[[['절'], ['건']]]",足,10,17
건,특급,褰,"[[['걷을'], ['건']]]",衣,10,16
걸,4급,傑,"[[['뛰어날'], ['걸']]]",人,10,12
걸,3급,乞,"[[['빌'], ['걸']]]",乙,2,3
걸,2급,桀,"[[['하(夏)왕이름'], ['걸']]]",木,6,10
걸,2급,杰,"[[['뛰어날'], ['걸']]]",木,4,8
걸,특급,朅,"[[['떠날'], ['걸']]]",曰,10,14
검,4급Ⅱ,檢,"[[['검사할'], ['검']]]",木,13,17
검,4급,儉,"[[['검소할'], ['검']]]",人,13,15
검,3급Ⅱ,劍,"[[['칼'], ['검']]]",刀,13,15
검,특급Ⅱ,鈐,"[[['자물쇠'], ['검']]]",金,4,12
검,특급Ⅱ,瞼,"[[['눈시울'], ['검']]]",目,13,18
검,특급Ⅱ,黔,"[[['검을'], ['검']]]",黑,4,16
검,특급Ⅱ,劒,"[[['칼'], ['검']]]",刀,14,16
겁,1급,怯,"[[['겁낼'], ['겁']]]",心,5,8
겁,1급,劫,"[[['위협할'], ['겁']]]",力,5,7
겁,특급Ⅱ,迲,"[[['자래[單位]'], ['겁']]]",辵,5,9
겁,특급,跲,"[[['엎드러질'], ['겁']]]",足,6,13
게,2급,憩,"[[['쉴'], ['게']]]",心,12,16
게,2급,揭,"[[['높이들[擧]', '걸[掛]'], ['게']]]",手,9,12
게,1급,偈,"[[['불시(佛詩)'], ['게']]]",人,9,11
게,특급,愒,"[[['쉴'], ['게']], [['탐할'], ['개']]]",心,9,12
격,5급Ⅱ,格,"[[['격식'], ['격']]]",木,6,10
격,4급,擊,"[[['칠[打]'], ['격']]]",手,13,17
격,4급,激,"[[['격할'], ['격']]]",水,13,16
격,3급Ⅱ,隔,"[[['사이뜰'], ['격']]]",阜,10,13
격,1급,檄,"[[['격문(檄文)'], ['격']]]",木,13,17
격,1급,膈,"[[['가슴'], ['격']]]",肉,10,14
격,1급,覡,"[[['박수[男巫]'], ['격']]]",見,7,14
격,특급,綌,"[[['굵은갈포'], ['격']]]",糸,7,13
격,특급,繳,"[[['주살'], ['격']], [['동일'], ['교']]]",糸,13,19
격,특급,鵙,"[[['왜가리'], ['격']]]",鳥,7,18
격,특급,鴃,"[[['왜가리'], ['격']]]",鳥,4,15
견,5급Ⅱ,見,"[[['볼'], ['견']], [['뵈올'], ['현']]]",見,0,7
견,4급,堅,"[[['굳을'], ['견']]]",土,8,11
견,4급,犬,"[[['개'], ['견']]]",犬,0,4
견,3급,遣,"[[['보낼'], ['견']]]",辵,10,14
견,3급,肩,"[[['어깨'], ['견']]]",肉,4,8
견,3급,絹,"[[['비단'], ['견']]]",糸,7,13
견,3급,牽,"[[['이끌', '끌'], ['견']]]",牛,7,11
견,2급,甄,"[[['질그릇'], ['견']]]",瓦,9,14
견,1급,繭,"[[['고치'], ['견']]]",糸,13,19
견,1급,譴,"[[['꾸짖을'], ['견']]]",言,14,21
견,1급,鵑,"[[['두견새'], ['견']]]",鳥,7,18
견,특급,豣,"[[['돼지', '노루'], ['견']]]",豕,6,13
견,특급,睊,"[[['흘겨볼'], ['견']]]",目,7,12
견,특급,獧,"[[['뛸'], ['견']], [['급할'], ['현']]]",犬,13,16
견,특급,岍,"[[['산이름'], ['견']]]",山,4,7
견,특급,蠲,"[[['덜', '정결할'], ['견']]]",虫,17,23
견,특급,繾,"[[['곡진할'], ['견']]]",糸,14,20
견,특급,畎,"[[['밭고랑'], ['견']]]",田,4,9
견,특급,狷,"[[['고집스러울'], ['견']]]",犬,7,10
결,5급Ⅱ,結,"[[['맺을'], ['결']]]",糸,6,12
결,5급Ⅱ,決,"[[['결단할'], ['결']]]",水,4,7
결,4급Ⅱ,潔,"[[['깨끗할'], ['결']]]",水,12,15
결,4급Ⅱ,缺,"[[['이지러질'], ['결']]]",缶,4,10
결,3급Ⅱ,訣,"[[['이별할'], ['결']]]",言,4,11
결,특급Ⅱ,抉,"[[['도려낼'], ['결']]]",手,4,7
결,특급,袺,"[[['옷섶잡을'], ['결']]]",衣,6,11
결,특급,闋,"[[['마칠'], ['결']]]",門,9,17
결,특급,觼,"[[['쇠고리'], ['결']]]",角,15,22
겸,3급Ⅱ,兼,"[[['겸할'], ['겸']]]",八,8,10
겸,3급Ⅱ,謙,"[[['겸손할'], ['겸']]]",言,10,17
겸,특급Ⅱ,鎌,"[[['낫'], ['겸']]]",金,10,18
겸,특급Ⅱ,慊,"[[['앙심먹을'], ['겸']], [['족할'], ['협']]]",心,10,13
겸,특급Ⅱ,鉗,"[[['집게'], ['겸']]]",金,5,13
겸,특급Ⅱ,箝,"[[['재갈'], ['겸']]]",竹,8,14
겸,특급,歉,"[[['흉년들'], ['겸']]]",欠,10,14
겸,특급,蒹,"[[['갈대'], ['겸']]]",艸,10,14
경,6급,京,"[[['서울'], ['경']]]",亠,6,8
경,5급Ⅱ,敬,"[[['공경'], ['경']]]",攴,9,13
경,5급,輕,"[[['가벼울'], ['경']]]",車,7,14
경,5급,競,"[[['다툴'], ['경']]]",立,15,20
경,5급,景,"[[['볕'], ['경']]]",日,8,12
경,4급Ⅱ,境,"[[['지경'], ['경']]]",土,11,14
경,4급Ⅱ,經,"[[['지날', '글'], ['경']]]",糸,7,13
경,4급Ⅱ,警,"[[['깨우칠'], ['경']]]",言,13,20
경,4급Ⅱ,慶,"[[['경사'], ['경']]]",心,11,15
경,4급,驚,"[[['놀랄'], ['경']]]",馬,13,23
경,4급,更,"[[['고칠'], ['경']], [['다시'], ['갱']]]",曰,3,7
경,4급,傾,"[[['기울'], ['경']]]",人,11,13
경,4급,鏡,"[[['거울'], ['경']]]",金,11,19
경,3급Ⅱ,頃,"[[['이랑', '잠깐'], ['경']]]",頁,2,11
경,3급Ⅱ,徑,"[[['지름길', '길'], ['경']]]",彳,7,10
경,3급Ⅱ,硬,"[[['굳을'], ['경']]]",石,7,12
경,3급Ⅱ,耕,"[[['밭갈[犁田]'], ['경']]]",耒,4,10
경,3급,卿,"[[['벼슬'], ['경']]]",卩,10,12
경,3급,庚,"[[['별'], ['경']]]",广,5,8
경,3급,竟,"[[['마침내'], ['경']]]",立,6,11
경,2급,璟,"[[['옥빛'], ['경']]]",玉,12,16
경,2급,儆,"[[['경계할'], ['경']]]",人,13,15
경,2급,瓊,"[[['구슬'], ['경']]]",玉,15,19
경,2급,炅,"[[['빛날'], ['경']]]",火,4,8
경,1급,勁,"[[['굳셀'], ['경']]]",力,7,9
경,1급,鯨,"[[['고래'], ['경']]]",魚,8,19
경,1급,憬,"[[['깨달을', '동경할'], ['경']]]",心,12,15
경,1급,頸,"[[['목'], ['경']]]",頁,7,16
경,1급,莖,"[[['줄기'], ['경']]]",艸,7,11
경,1급,脛,"[[['정강이'], ['경']]]",肉,7,11
경,1급,磬,"[[['경쇠'], ['경']]]",石,11,16
경,1급,痙,"[[['경련(痙攣)'], ['경']]]",疒,7,12
경,1급,梗,"[[['줄기', '막힐'], ['경']]]",木,7,11
경,특급Ⅱ,倞,"[[['굳셀'], ['경']]]",人,8,10
경,특급Ⅱ,勍,"[[['굳셀'], ['경']]]",力,8,10
경,특급Ⅱ,涇,"[[['물이름'], ['경']]]",水,7,10
경,특급Ⅱ,逕,"[[['길'], ['경']]]",辵,7,11
경,특급Ⅱ,耿,"[[['빛날'], ['경']]]",耳,4,10
경,특급Ⅱ,絅,"[[['당길', '홑옷'], ['경']]]",糸,5,11
경,특급Ⅱ,擎,"[[['받들'], ['경']]]",手,13,17
경,특급Ⅱ,俓,"[[['지름길[徑]'], ['경']]]",人,7,9
경,특급Ⅱ,坰,"[[['들[野]'], ['경']]]",土,5,8
경,특급Ⅱ,暻,"[[['밝을'], ['경']]]",日,12,16
경,특급Ⅱ,璥,"[[['옥이름'], ['경']]]",玉,13,17
경,특급,罄,"[[['다할'], ['경']]]",缶,11,17
경,특급,睘,"[[['놀라서볼'], ['경']]]",目,8,13
경,특급,鶊,"[[['꾀꼬리'], ['경']]]",鳥,8,19
경,특급,牼,"[[['소정강이뼈'], ['경']]]",牛,7,11
경,특급,冂,"[[['멀'], ['경']]]",冂,0,2
경,특급,黥,"[[['자자(刺字)할'], ['경']]]",黑,8,20
경,특급,褧,"[[['홑옷'], ['경']]]",衣,10,16
경,특급,熲,"[[['빛날'], ['경']]]",火,11,15
경,특급,焭,"[[['외로울'], ['경']]]",火,8,12
경,특급,煢,"[[['외로울'], ['경']]]",火,9,13
경,특급,檠,"[[['등잔걸이'], ['경']]]",木,13,17
경,특급,惸,"[[['근심할'], ['경']]]",心,9,12
경,특급,冏,"[[['빛날'], ['경']]]",冂,5,7
경,특급,駉,"[[['살찌고큰'], ['경']]]",馬,5,15
계,6급Ⅱ,界,"[[['지경'], ['계']]]",田,4,9
계,6급Ⅱ,計,"[[['셀'], ['계']]]",言,2,9
계,4급Ⅱ,係,"[[['맬'], ['계']]]",人,7,9
계,4급,階,"[[['섬돌'], ['계']]]",阜,9,12
계,4급,鷄,"[[['닭'], ['계']]]",鳥,10,21
계,4급,季,"[[['계절'], ['계']]]",子,5,8
계,4급,系,"[[['이어맬'], ['계']]]",糸,1,7
계,4급,繼,"[[['이을'], ['계']]]",糸,14,20
계,4급,戒,"[[['경계할'], ['계']]]",戈,3,7
계,3급Ⅱ,契,"[[['맺을'], ['계']]]",大,6,9
계,3급Ⅱ,桂,"[[['계수나무'], ['계']]]",木,6,10
계,3급Ⅱ,啓,"[[['열'], ['계']]]",口,8,11
계,3급Ⅱ,溪,"[[['시내'], ['계']]]",水,10,13
계,3급Ⅱ,械,"[[['기계'], ['계']]]",木,7,11
계,3급,繫,"[[['맬'], ['계']]]",糸,13,19
계,3급,癸,"[[['북방', '천간'], ['계']]]",癶,4,9
계,1급,悸,"[[['두근거릴'], ['계']]]",心,8,11
계,특급Ⅱ,屆,"[[['이를[至]'], ['계']]]",尸,5,8
계,특급Ⅱ,堺,"[[['지경[界]'], ['계']]]",土,9,12
계,특급Ⅱ,磎,"[[['시내'], ['계']]]",石,10,15
계,특급Ⅱ,稽,"[[['머무를'], ['계']]]",禾,10,15
계,특급Ⅱ,谿,"[[['시내'], ['계']]]",谷,10,17
계,특급Ⅱ,棨,"[[['중계[壁柱]'], ['계']]]",木,8,12
계,특급Ⅱ,誡,"[[['경계할'], ['계']]]",言,7,14
계,특급,笄,"[[['비녀'], ['계']]]",竹,4,10
계,특급,雞,"[[['닭'], ['계']]]",隹,10,18
계,특급,烓,"[[['화덕'], ['계']]]",火,6,10
고,6급Ⅱ,高,"[[['높을'], ['고']]]",高,0,10
고,6급,古,"[[['예'], ['고']]]",口,2,5
고,6급,苦,"[[['쓸[味覺]'], ['고']]]",艸,5,9
고,5급Ⅱ,告,"[[['고할'], ['고']]]",口,4,7
고,5급,考,"[[['생각할'], ['고']]]",老,2,6
고,5급,固,"[[['굳을'], ['고']]]",囗,5,8
고,4급Ⅱ,故,"[[['연고'], ['고']]]",攴,5,9
고,4급,孤,"[[['외로울'], ['고']]]",子,5,8
고,4급,庫,"[[['곳집'], ['고']]]",广,7,10
고,3급Ⅱ,姑,"[[['시어미'], ['고']]]",女,5,8
고,3급Ⅱ,稿,"[[['원고', '볏짚'], ['고']]]",禾,10,15
고,3급Ⅱ,鼓,"[[['북'], ['고']]]",鼓,0,13
고,3급,顧,"[[['돌아볼'], ['고']]]",頁,12,21
고,3급,枯,"[[['마를'], ['고']]]",木,5,9
고,2급,雇,"[[['품팔'], ['고']]]",隹,4,12
고,2급,皐,"[[['언덕'], ['고']]]",白,6,11
고,1급,敲,"[[['두드릴'], ['고']]]",攴,10,14
고,1급,辜,"[[['허물'], ['고']]]",辛,5,12
고,1급,袴,"[[['바지'], ['고']]]",衣,6,11
고,1급,拷,"[[['칠'], ['고']]]",手,6,9
고,1급,叩,"[[['두드릴'], ['고']]]",口,2,5
고,1급,股,"[[['넓적다리'], ['고']]]",肉,4,8
고,1급,呱,"[[['울'], ['고']]]",口,5,8
고,1급,膏,"[[['기름'], ['고']]]",肉,10,14
고,1급,痼,"[[['고질'], ['고']]]",疒,8,13
고,1급,錮,"[[['막을'], ['고']]]",金,8,16
고,특급Ⅱ,菰,"[[['줄풀'], ['고']]]",艸,8,12
고,특급Ⅱ,藁,"[[['짚'], ['고']]]",艸,14,18
고,특급Ⅱ,蠱,"[[['독벌레', '고혹할'], ['고']]]",虫,17,23
고,특급Ⅱ,誥,"[[['깨우칠'], ['고']]]",言,7,14
고,특급Ⅱ,羔,"[[['새끼양'], ['고']]]",羊,4,10
고,특급Ⅱ,沽,"[[['살', '팔'], ['고']]]",水,5,8
고,특급Ⅱ,槁,"[[['마를'], ['고']]]",木,10,14
고,특급Ⅱ,暠,"[[['밝을'], ['고']], [['흴'], ['호']]]",日,10,14
고,특급Ⅱ,攷,"[[['상고할[考]'], ['고']]]",攴,2,6
고,특급Ⅱ,尻,"[[['꽁무니'], ['고']]]",尸,2,5
고,특급Ⅱ,苽,"[[['줄'], ['고']], [['오이'], ['과']]]",艸,5,9
고,특급Ⅱ,睾,"[[['불알'], ['고']]]",目,9,14
고,특급,翶,"[[['노닐'], ['고']]]",羽,12,18
